name,Category,Addr,analytics,logo
Courtyard Edgewater NYC Area,Category 5,"3 Pembroke Place Edgewater, New Jersey 07020",Courtyard Edgewater NYC Area 4.5   466 Reviews View Rates,undefined undefined
Residence Inn Minneapolis Edina,Category 3,"3400 Edinborough Way Edina, Minnesota 55435",Residence Inn Minneapolis Edina 4.4   428 Reviews View Rates,undefined undefined
The Westin Edina Galleria,Category 4,"3201 Galleria Edina, Minnesota 55435",The Westin Edina Galleria 4.5   418 Reviews View Rates,undefined undefined
TownePlace Suites McAllen Edinburg,Category 1,"502 West Trenton Road Edinburg, Texas 78539",TownePlace Suites McAllen Edinburg 4.7   193 Reviews View Rates,undefined undefined
Courtyard Edison Woodbridge,Category 3,"3105 Woodbridge Ave. Edison, New Jersey 08837",Courtyard Edison Woodbridge 4.1   590 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Edison-South Plainfield,Category 3,"875 New Durham Road Edison, New Jersey 08817",Fairfield Inn & Suites Edison-South Plainfield 4.2   392 Reviews View Rates,undefined undefined
Sheraton Edison,Category 3,"125 Raritan Center Parkway Edison, New Jersey 08837",Sheraton Edison 3.1   512 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Edmond,Category 2,"301 Meline Drive Edmond, Oklahoma 73034",Fairfield Inn & Suites Edmond 4.2   339 Reviews View Rates,undefined undefined
"TownePlace Suites St. Louis Edwardsville, IL",Category 2,"6101 Center Grove Road Edwardsville, Illinois 62025","TownePlace Suites St. Louis Edwardsville, IL 4.7   50 Reviews View Rates",undefined undefined
Fairfield Inn & Suites Effingham,Category 2,"1111 North Henrietta Street Effingham, Illinois 62401",Fairfield Inn & Suites Effingham 4.6   350 Reviews View Rates,undefined undefined
Residence Inn Atlantic City Airport Egg Harbor Township,Category 4,"3022 Fire Road Egg Harbor Township, New Jersey 08234",Residence Inn Atlantic City Airport Egg Harbor Township 4.5   491 Reviews View Rates,undefined undefined
Courtyard San Diego El Cajon,Category 4,"141 North Magnolia Avenue El Cajon, California 92020",Courtyard San Diego El Cajon 4.7   342 Reviews View Rates,undefined undefined
Fairfield Inn & Suites El Centro,Category 2,"503 E. Danenberg Drive El Centro, California 92243",Fairfield Inn & Suites El Centro 4.6   310 Reviews View Rates,undefined undefined
TownePlace Suites El Centro,Category 2,"3003 South Dogwood Avenue El Centro, California 92243",TownePlace Suites El Centro 4.6   328 Reviews View Rates,undefined undefined
Fairfield Inn & Suites El Dorado,Category 1,"1800 North West Avenue El Dorado, Arkansas 71730",Fairfield Inn & Suites El Dorado 4.6   39 Reviews View Rates,undefined undefined
"Hotel Paso Del Norte, Autograph Collection",Category 4,"10 Sheldon Court El Paso, Texas 79901","Hotel Paso Del Norte, Autograph Collection View Calendar",undefined undefined
Courtyard El Paso Airport,Category 2,"6610 International Road El Paso, Texas 79925",Courtyard El Paso Airport 4.5   351 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/ELPCY/elpcy-lobby-0870-hor-feat.jpg?resize=375:150 undefined
Courtyard El Paso Downtown/Convention Center,Category 2,"610 North Santa Fe Street El Paso, Texas 79901",Courtyard El Paso Downtown/Convention Center 4.4   153 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/ELPCV/elpcv-exterior-4952-hor-feat.jpg?resize=375:150 undefined
Courtyard El Paso East/I-10,Category 2,"12065 Gateway West Boulevard El Paso, Texas 79936",Courtyard El Paso East/I-10 4.5   237 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/ELPCE/elpce-exterior-0003-hor-feat.jpg?resize=375:150 undefined
Fairfield Inn & Suites El Paso,Category 2,"7514 Remcon Circle El Paso, Texas 79912",Fairfield Inn & Suites El Paso 4.3   421 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/ELPFI/elpfi-desk-0042-hor-feat.jpg?resize=375:150 undefined
Fairfield Inn & Suites El Paso Airport,Category 2,"6611 Edgemere Boulevard El Paso, Texas 79925",Fairfield Inn & Suites El Paso Airport 4.6   345 Reviews View Rates,undefined undefined
Marriott El Paso,Category 3,"1600 Airway Blvd. El Paso, Texas 79925",Marriott El Paso 4.1   607 Reviews View Rates,undefined undefined
Residence Inn El Paso,Category 2,"6355 Gateway Boulevard West El Paso, Texas 79925",Residence Inn El Paso 4.1   333 Reviews View Rates,undefined undefined
SpringHill Suites El Paso,Category 2,"7518 Remcon Circle El Paso, Texas 79912",SpringHill Suites El Paso 4.5   401 Reviews View Rates,undefined undefined
Aloft El Paso Downtown,Category 4,"303 Texas Avenue El Paso, Texas 79901",Aloft El Paso Downtown 4.5   102 Reviews View Rates,undefined undefined
TownePlace Suites El Paso Airport,Category 2,"6601 Edgemere Blvd. El Paso, Texas 79925",TownePlace Suites El Paso Airport 4.6   361 Reviews View Rates,undefined undefined
TownePlace Suites El Paso East/I-10,Category 2,"11521 Gateway Boulevard West El Paso, Texas 79936",TownePlace Suites El Paso East/I-10 View Calendar,undefined undefined
TownePlace Suites El Paso North,Category 2,"4670 Woodrow Bean Transmountain Dr El Paso, Texas 79924",TownePlace Suites El Paso North View Calendar,undefined undefined
Fairfield Inn & Suites Oklahoma City El Reno,Category 2,"1501 Domino Drive El Reno, Oklahoma 73036",Fairfield Inn & Suites Oklahoma City El Reno 5   22 Reviews View Rates,undefined undefined
AC Hotel Los Angeles South Bay,Category 5,"2130 East Maple Avenue El Segundo, California 90245",AC Hotel Los Angeles South Bay 4.5   62 Reviews View Rates,undefined undefined
Courtyard Los Angeles LAX/El Segundo,Category 5,"2000 East Mariposa Avenue El Segundo, California 90245",Courtyard Los Angeles LAX/El Segundo 4.2   624 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Los Angeles LAX/El Segundo,Category 5,"525 North Pacific Coast Highway El Segundo, California 90245",Fairfield Inn & Suites Los Angeles LAX/El Segundo 3.9   590 Reviews View Rates,undefined undefined
Residence Inn Los Angeles LAX/El Segundo,Category 5,"2135 East El Segundo Blvd. El Segundo, California 90245",Residence Inn Los Angeles LAX/El Segundo 4.6   515 Reviews View Rates,undefined undefined
Aloft El Segundo - Los Angeles Airport,Category 4,"475 North Pacific Coast Highway El Segundo, California 90245",Aloft El Segundo - Los Angeles Airport 3.7   359 Reviews View Rates,undefined undefined
Courtyard Newark Elizabeth,Category 3,"87 International Blvd Elizabeth, New Jersey 07201",Courtyard Newark Elizabeth 4.3   460 Reviews View Rates,undefined undefined
Renaissance Newark Airport Hotel,Category 4,"1000 Spring Street Elizabeth, New Jersey 07201",Renaissance Newark Airport Hotel 4.2   753 Reviews View Rates,undefined undefined
Residence Inn Newark Elizabeth/Liberty International Airport,Category 3,"83 International Blvd Elizabeth, New Jersey 07201",Residence Inn Newark Elizabeth/Liberty International Airport 4.3   488 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Elizabeth City,Category 3,"1640 City Center Blvd Elizabeth City, North Carolina 27909",Fairfield Inn & Suites Elizabeth City 4.5   450 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Elizabethtown,Category 3,"1031 Executive Drive Elizabethtown, Kentucky 42701",Fairfield Inn & Suites Elizabethtown 4.4   319 Reviews View Rates,undefined undefined
SpringHill Suites Elizabethtown,Category 3,"1025 Executive Drive Elizabethtown, Kentucky 42701",SpringHill Suites Elizabethtown 4.1   71 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Sacramento Elk Grove,Category 3,"8058 Orchard Loop Lane Elk Grove, California 95624",Fairfield Inn & Suites Sacramento Elk Grove 4.4   345 Reviews View Rates,undefined undefined
TownePlace Suites Sacramento Elk Grove,Category 3,"9320 East Stockton Boulevard Elk Grove, California 95624",TownePlace Suites Sacramento Elk Grove,undefined undefined
Sheraton Suites Chicago Elk Grove,Category 3,"121 Northwest Point Boulevard Elk Grove Village, Illinois 60007",Sheraton Suites Chicago Elk Grove 3.7   460 Reviews View Rates,undefined undefined
Courtyard Elkhart,,"3445 Plaza Court Elkhart, Indiana 46514",Courtyard Elkhart,undefined undefined
Fairfield Inn & Suites Elkhart,Category 4,"3501 Plaza Court Elkhart, Indiana 46514",Fairfield Inn & Suites Elkhart 4.6   312 Reviews View Rates,undefined undefined
Four Points by Sheraton Elkhart,Category 4,"3254 Cassopolis Street Elkhart, Indiana 46514",Four Points by Sheraton Elkhart 4.8   32 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Elkin Jonesville,Category 3,"628 CC Camp Road /268 Bypass Elkin, North Carolina 28621",Fairfield Inn & Suites Elkin Jonesville 4.9   954 Reviews View Rates,undefined undefined
TownePlace Suites Elko,Category 3,"2625 East Jennings Way Elko, Nevada 89801",TownePlace Suites Elko 4.7   333 Reviews View Rates,undefined undefined
Residence Inn Columbia,Category 3,"4950 Beaver Run Ellicott City, Maryland 21043",Residence Inn Columbia 4.4   325 Reviews View Rates,undefined undefined
Courtyard Chicago Elmhurst/Oakbrook Area,Category 2,"370 N IL Route 83 Elmhurst, Illinois 60126",Courtyard Chicago Elmhurst/Oakbrook Area 4.2   470 Reviews View Rates,undefined undefined
SpringHill Suites Chicago Elmhurst/Oakbrook Area,Category 2,"410 West Lake Street Elmhurst, Illinois 60126",SpringHill Suites Chicago Elmhurst/Oakbrook Area 4.3   504 Reviews View Rates,undefined undefined
Courtyard Cleveland Elyria,Category 3,"1755 Travelers Lane Elyria, Ohio 44035",Courtyard Cleveland Elyria 4.5   76 Reviews View Rates,undefined undefined
Courtyard Oakland Emeryville,Category 5,"5555 Shellmound Street Emeryville, California 94608",Courtyard Oakland Emeryville 4.3   795 Reviews View Rates,undefined undefined
Four Points by Sheraton San Francisco Bay Bridge,Category 4,"1603 Powell Street Emeryville, California 94608",Four Points by Sheraton San Francisco Bay Bridge 3.6   472 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Emporia I-95,Category 2,"104 West Cloverleaf Dr. Emporia, Virginia 23847",Fairfield Inn & Suites Emporia I-95 4   489 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Springfield Enfield,Category 2,"1 Bright Meadow Boulevard Enfield, Connecticut 06082",Fairfield Inn & Suites Springfield Enfield View Calendar,undefined undefined
Courtyard Denver South/Park Meadows Mall,Category 3,"8320 S Valley Hwy Englewood, Colorado 80112",Courtyard Denver South/Park Meadows Mall 4.4   498 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/DENIV/deniv-exterior-1251-hor-feat.jpg?resize=375:150 undefined
Residence Inn Denver South/Park Meadows Mall,Category 3,"8322 South Valley Highway Englewood, Colorado 80112",Residence Inn Denver South/Park Meadows Mall 4.4   311 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/DENVN/denvn-exterior-1282-hor-feat.jpg?resize=375:150 undefined
TownePlace Suites Denver Tech Center,Category 2,"7877 S. Chester Street Englewood, Colorado 80112",TownePlace Suites Denver Tech Center 4.2   290 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/DENTS/dents-exterior-0029-hor-feat.jpg?resize=375:150 undefined
SpringHill Suites Enid,Category 1,"5815 KL Drive Enid, Oklahoma 73703",SpringHill Suites Enid 4.3   268 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/SH/sh-main-0001-hor-feat.jpg?resize=375:150 undefined
Fairfield Inn & Suites Enterprise,Category 1,"100 Brabham Drive Enterprise, Alabama 36330",Fairfield Inn & Suites Enterprise 4.4   305 Reviews View Rates,undefined undefined
Courtyard Erie Ambassador Conference Center,Category 3,"7792 Peach St. Erie, Pennsylvania 16509",Courtyard Erie Ambassador Conference Center 4.4   551 Reviews View Rates,undefined undefined
Courtyard Erie Bayfront,Category 4,"2 Sassafras Pier Erie, Pennsylvania 16507",Courtyard Erie Bayfront 4.7   1146 Reviews View Rates,undefined undefined
Fairfield Inn Erie Millcreek Mall,Category 3,"2082 Interchange Road Erie, Pennsylvania 16565",Fairfield Inn Erie Millcreek Mall 3.8   452 Reviews View Rates,undefined undefined
SpringHill Suites Erie,Category 4,"2087 Interchange Road Erie, Pennsylvania 16509",SpringHill Suites Erie 4.6   735 Reviews View Rates,undefined undefined
Sheraton Erie Bayfront Hotel,Category 4,"55 West Bay Drive Erie, Pennsylvania 16507",Sheraton Erie Bayfront Hotel 4.3   575 Reviews View Rates,undefined undefined
TownePlace Suites Erie,Category 3,"2090 Interchange Road Erie, Pennsylvania 16565",TownePlace Suites Erie 4.4   481 Reviews View Rates,undefined undefined
Courtyard Cincinnati Airport,Category 3,"3990 Olympic Boulevard Erlanger, Kentucky 41018",Courtyard Cincinnati Airport 4.3   411 Reviews View Rates,undefined undefined
Residence Inn Cincinnati Airport,Category 3,"2811 Circleport Drive Erlanger, Kentucky 41018",Residence Inn Cincinnati Airport 4.3   372 Reviews View Rates,undefined undefined
SpringHill Suites San Diego Escondido/Downtown,Category 4,"200 La Terraza Boulevard Escondido, California 92025",SpringHill Suites San Diego Escondido/Downtown 4.7   83 Reviews View Rates,undefined undefined
SpringHill Suites Fort Myers Estero,Category 4,"10370 Corkscrew Commons Drive Estero, Florida 33928",SpringHill Suites Fort Myers Estero View Calendar,undefined undefined
TownePlace Suites Fort Myers Estero,Category 4,"23161 Via Coconut Point Estero, Florida 33928",TownePlace Suites Fort Myers Estero 4.6   170 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Eugene East/Springfield,Category 4,"3003 Franklin Boulevard Eugene, Oregon 97403",Fairfield Inn & Suites Eugene East/Springfield 4.7   134 Reviews View Rates,undefined undefined
Residence Inn Eugene Springfield,Category 4,"25 Club Road Eugene, Oregon 97401",Residence Inn Eugene Springfield 4.6   290 Reviews View Rates,undefined undefined
Aloft Dallas Euless,Category 2,"1301 Chisholm Trail Euless, Texas 76039",Aloft Dallas Euless 4.6   12 Reviews View Rates,undefined undefined
Courtyard Evansville East,Category 2,"8105 East Walnut Street Evansville, Indiana 47715",Courtyard Evansville East 4.6   464 Reviews View Rates,undefined undefined
Fairfield Inn Evansville East,Category 2,"7879 Eagle Crest Boulevard Evansville, Indiana 47715",Fairfield Inn Evansville East 4.4   284 Reviews View Rates,undefined undefined
Fairfield Inn Evansville West,Category 2,"5400 Weston Road Evansville, Indiana 47712",Fairfield Inn Evansville West 4.4   360 Reviews View Rates,undefined undefined
Residence Inn Evansville East,Category 2,"8283 East Walnut Street Evansville, Indiana 47715",Residence Inn Evansville East 4.2   288 Reviews View Rates,undefined undefined
Courtyard Seattle Everett Downtown,Category 3,"3003 Colby Avenue Everett, Washington 98201",Courtyard Seattle Everett Downtown 4.6   308 Reviews View Rates,undefined undefined
Delta Hotels Seattle Everett,Category 4,"3105 Pine Street Everett, Washington 98201",Delta Hotels Seattle Everett 4.4   179 Reviews View Rates,undefined undefined
Courtyard Ewing Princeton,Category 3,"360 Scotch Road Ewing, New Jersey 08628",Courtyard Ewing Princeton 4   454 Reviews View Rates,undefined undefined
SpringHill Suites Ewing Princeton South,Category 3,"1000 Charles Ewing Blvd Ewing, New Jersey 08628",SpringHill Suites Ewing Princeton South 4.5   535 Reviews View Rates,undefined undefined
Element Ewing Princeton,Category 3,"1000 Sam Weinroth Road East Ewing, New Jersey 08628",Element Ewing Princeton 3.8   352 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Portsmouth Exeter,Category 3,"138 Portsmouth Avenue Exeter, New Hampshire 03833",Fairfield Inn & Suites Portsmouth Exeter 4.6   311 Reviews View Rates,undefined undefined
Fairfield Inn Philadelphia West Chester/Exton,Category 3,"5 North Pottstown Pike Exton, Pennsylvania 19341",Fairfield Inn Philadelphia West Chester/Exton 3.9   249 Reviews View Rates,undefined undefined
